"","X","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr.","team_abbr","year"
"14746",7,"TE","Jackie Harris",33,"11",12,"15 catches for 141 yards, 2 td","Green Bay Packers / 4th / 102nd pick / 1990","dal",2001
"14747",8,"LT","Flozell Adams",26,"3",16,"1 fumble recovered","Dallas Cowboys / 2nd / 38th pick / 1998","dal",2001
"14748",9,"LG","Larry Allen*+",30,"7",16,"","Dallas Cowboys / 2nd / 46th pick / 1994","dal",2001
"14749",10,"C","Mark Stepnoski",34,"12",16,"","Dallas Cowboys / 3rd / 57th pick / 1989","dal",2001
"14750",11,"RG","Kelvin Garmon",25,"Rook",16,"1 fumble recovered","Dallas Cowboys / 7th / 243rd pick / 1999","dal",2001
"14751",12,"RT","Solomon Page",25,"2",14,"","Dallas Cowboys / 2nd / 55th pick / 1999","dal",2001
"14752",14,"DE","Greg Ellis",26,"3",16,"","Dallas Cowboys / 1st / 8th pick / 1998","dal",2001
"14753",15,"DE","Peppi Zellner",26,"2",15,"","Dallas Cowboys / 4th / 132nd pick / 1999","dal",2001
"14754",16,"DT","Michael Myers",25,"3",16,"","Dallas Cowboys / 4th / 100th pick / 1998","dal",2001
"14755",17,"NT","Brandon Noble",27,"2",16,"3.5 sacks, 0 interceptions, 2 fumbles recovered","","dal",2001
"14756",18,"MLB","Dat Nguyen",26,"2",16,"","Dallas Cowboys / 3rd / 85th pick / 1999","dal",2001
"14757",19,"LB","Dexter Coakley*",29,"4",15,"","Dallas Cowboys / 3rd / 65th pick / 1997","dal",2001
"14758",20,"LB","Markus Steele",22,"Rook",10,"","Dallas Cowboys / 4th / 122nd pick / 2001","dal",2001
"14759",21,"LCB","Duane Hawthorne",25,"2",11,"0.0 sacks, 2 interceptions, 0 fumbles recovered","","dal",2001
"14760",22,"RCB","Mario Edwards",26,"1",15,"0.0 sacks, 1 interception, 1 fumble recovered","Dallas Cowboys / 6th / 180th pick / 2000","dal",2001
"14761",23,"SS","Darren Woodson",32,"9",16,"0.0 sacks, 3 interceptions, 1 fumble recovered","Dallas Cowboys / 2nd / 37th pick / 1992","dal",2001
"14762",24,"FS","George Teague",30,"8",16,"","Green Bay Packers / 1st / 29th pick / 1993","dal",2001
"14763",2,"QB","Chad Hutchinson",25,"Rook",9,"127 for 250, 1,555 yards, 7 td, 8 int, & 18 rushes for 74 yards and 0 td","","dal",2002
"14764",3,"RB","Emmitt Smith",33,"12",16,"254 rushes for 975 yards, 5 td, & 16 catches for 89 yards and 0 td","Dallas Cowboys / 1st / 17th pick / 1990","dal",2002
"14765",4,"FB","Robert Thomas",28,"4",9,"10 rushes for 31 yards, 0 td, & 12 catches for 80 yards and 0 td","","dal",2002
"14766",5,"WR","Antonio Bryant",21,"Rook",15,"44 catches for 733 yards, 6 td, & 6 rushes for 40 yards and 0 td","Dallas Cowboys / 2nd / 63rd pick / 2002","dal",2002
"14767",6,"WR","Joey Galloway",31,"7",16,"61 catches for 908 yards, 6 td, & 4 rushes for 31 yards and 0 td","Seattle Seahawks / 1st / 8th pick / 1995","dal",2002
"14768",7,"TE","Tony McGee",31,"9",16,"23 catches for 294 yards, 1 td","Cincinnati Bengals / 2nd / 37th pick / 1993","dal",2002
"14769",8,"LT","Flozell Adams",27,"4",16,"","Dallas Cowboys / 2nd / 38th pick / 1998","dal",2002
"14770",9,"C","Tyson Walter",24,"Rook",8,"","Dallas Cowboys / 6th / 179th pick / 2002","dal",2002
"14771",10,"RG","Andre Gurode",24,"Rook",14,"","Dallas Cowboys / 2nd / 37th pick / 2002","dal",2002
"14772",11,"RT","Solomon Page",26,"3",15,"","Dallas Cowboys / 2nd / 55th pick / 1999","dal",2002
"14773",13,"DE","Ebenezer Ekuban",26,"3",15,"","Dallas Cowboys / 1st / 20th pick / 1999","dal",2002
"14774",14,"DE","Greg Ellis",27,"4",15,"","Dallas Cowboys / 1st / 8th pick / 1998","dal",2002
"14775",15,"DT","La'Roi Glover*",28,"6",16,"","Oakland Raiders / 5th / 166th pick / 1996","dal",2002
"14776",16,"NT","Brandon Noble",28,"3",16,"0.0 sacks, 0 interceptions, 1 fumble recovered","","dal",2002
"14777",17,"MLB","Dat Nguyen",27,"3",8,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Dallas Cowboys / 3rd / 85th pick / 1999","dal",2002
"14778",18,"LB","Dexter Coakley",30,"5",16,"","Dallas Cowboys / 3rd / 65th pick / 1997","dal",2002
"14779",19,"LB","Kevin Hardy",29,"6",15,"","Jacksonville Jaguars / 1st / 2nd pick / 1996","dal",2002
"14780",20,"LCB","Derek Ross",22,"Rook",9,"0.0 sacks, 5 interceptions, 0 fumbles recovered","Dallas Cowboys / 3rd / 75th pick / 2002","dal",2002
"14781",21,"RCB","Mario Edwards",27,"2",15,"0.0 sacks, 2 interceptions, 1 fumble recovered","Dallas Cowboys / 6th / 180th pick / 2000","dal",2002
"14782",22,"SS","Darren Woodson",33,"10",10,"0.0 sacks, 1 interception, 1 fumble recovered","Dallas Cowboys / 2nd / 37th pick / 1992","dal",2002
"14783",2,"QB","Quincy Carter",26,"2",16,"292 for 505, 3,302 yards, 17 td, 21 int, & 68 rushes for 257 yards and 2 td","Dallas Cowboys / 2nd / 53rd pick / 2001","dal",2003
"14784",3,"RB","Troy Hambrick",27,"3",16,"275 rushes for 972 yards, 5 td, & 17 catches for 99 yards and 0 td","","dal",2003
"14785",4,"FB","Richie Anderson",32,"10",8,"70 rushes for 306 yards, 1 td, & 69 catches for 493 yards and 4 td","New York Jets / 6th / 144th pick / 1993","dal",2003
"14786",5,"WR","Joey Galloway",32,"8",13,"34 catches for 672 yards, 2 td, & 4 rushes for 22 yards and 0 td","Seattle Seahawks / 1st / 8th pick / 1995","dal",2003
"14787",6,"WR","Terry Glenn",29,"7",14,"52 catches for 754 yards, 5 td, & 3 rushes for 55 yards and 0 td","New England Patriots / 1st / 7th pick / 1996","dal",2003
"14788",7,"TE","Dan Campbell",27,"4",16,"20 catches for 195 yards, 1 td","New York Giants / 3rd / 79th pick / 1999","dal",2003
"14789",8,"LT","Flozell Adams*",28,"5",16,"1 fumble recovered","Dallas Cowboys / 2nd / 38th pick / 1998","dal",2003
"14790",9,"LG","Larry Allen*",32,"9",16,"","Dallas Cowboys / 2nd / 46th pick / 1994","dal",2003
"14791",10,"C","Matt Lehr",24,"2",16,"","Dallas Cowboys / 5th / 137th pick / 2001","dal",2003
"14792",11,"RG","Andre Gurode",25,"1",15,"","Dallas Cowboys / 2nd / 37th pick / 2002","dal",2003
"14793",12,"RT","Kurt Vollers",24,"1",8,"","","dal",2003
"14794",14,"DE","Ebenezer Ekuban",27,"4",14,"","Dallas Cowboys / 1st / 20th pick / 1999","dal",2003
"14795",15,"DE","Greg Ellis",28,"5",15,"","Dallas Cowboys / 1st / 8th pick / 1998","dal",2003
"14796",16,"LDT","Willie Blade",24,"Rook",14,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Dallas Cowboys / 3rd / 93rd pick / 2001","dal",2003
"14797",17,"RDT","La'Roi Glover*",29,"7",16,"5.0 sacks, 0 interceptions, 2 fumbles recovered","Oakland Raiders / 5th / 166th pick / 1996","dal",2003
"14798",18,"MLB","Dat Nguyen",28,"4",16,"2.0 sacks, 0 interceptions, 2 fumbles recovered","Dallas Cowboys / 3rd / 85th pick / 1999","dal",2003
"14799",19,"LB","Dexter Coakley*",31,"6",16,"","Dallas Cowboys / 3rd / 65th pick / 1997","dal",2003
"14800",20,"LB","Alshermond Singleton",28,"6",15,"","Tampa Bay Buccaneers / 4th / 128th pick / 1997","dal",2003
"14801",21,"LCB","Terence Newman",25,"Rook",16,"1.0 sacks, 4 interceptions, 1 fumble recovered","Dallas Cowboys / 1st / 5th pick / 2003","dal",2003
"14802",22,"RCB","Mario Edwards",28,"3",16,"0.0 sacks, 1 interception, 0 fumbles recovered","Dallas Cowboys / 6th / 180th pick / 2000","dal",2003
"14803",23,"SS","Darren Woodson",34,"11",16,"1.0 sacks, 1 interception, 2 fumbles recovered","Dallas Cowboys / 2nd / 37th pick / 1992","dal",2003
"14804",2,"QB","Vinny Testaverde",41,"17",15,"297 for 495, 3,532 yards, 17 td, 20 int, & 21 rushes for 38 yards and 1 td","Tampa Bay Buccaneers / 1st / 1st pick / 1987","dal",2004
"14805",3,"RB","Eddie George",31,"8",8,"132 rushes for 432 yards, 4 td, & 9 catches for 83 yards and 0 td","Houston Oilers / 1st / 14th pick / 1996","dal",2004
"14806",4,"FB","Darian Barnes",24,"2",10,"5 rushes for 10 yards, 0 td, & 10 catches for 59 yards and 1 td","","dal",2004
"14807",5,"WR","Keyshawn Johnson",32,"8",16,"70 catches for 981 yards, 6 td, & 2 rushes for 13 yards and 0 td","New York Jets / 1st / 1st pick / 1996","dal",2004
"14808",6,"TE","Jason Witten*",22,"1",15,"87 catches for 980 yards, 6 td","Dallas Cowboys / 3rd / 69th pick / 2003","dal",2004
"14809",7,"LT","Flozell Adams*",29,"6",16,"1 fumble recovered","Dallas Cowboys / 2nd / 38th pick / 1998","dal",2004
"14810",8,"LG","Larry Allen*",33,"10",16,"","Dallas Cowboys / 2nd / 46th pick / 1994","dal",2004
"14811",9,"C","Al Johnson",25,"Rook",15,"","Dallas Cowboys / 2nd / 38th pick / 2003","dal",2004
"14812",10,"RG","Andre Gurode",26,"2",13,"","Dallas Cowboys / 2nd / 37th pick / 2002","dal",2004
"14813",11,"RT","Torrin Tucker",25,"1",13,"","","dal",2004
"14814",13,"DE","Greg Ellis",29,"6",16,"","Dallas Cowboys / 1st / 8th pick / 1998","dal",2004
"14815",14,"DE","Marcellus Wiley",30,"7",15,"","Buffalo Bills / 2nd / 52nd pick / 1997","dal",2004
"14816",15,"LDT","Leonardo Carson",27,"4",15,"0.5 sacks, 0 interceptions, 1 fumble recovered","San Diego Chargers / 4th / 113th pick / 2000","dal",2004
"14817",16,"RDT","La'Roi Glover*",30,"8",16,"7.0 sacks, 0 interceptions, 0 fumbles recovered","Oakland Raiders / 5th / 166th pick / 1996","dal",2004
"14818",17,"MLB","Dat Nguyen",29,"5",16,"1.0 sacks, 3 interceptions, 1 fumble recovered","Dallas Cowboys / 3rd / 85th pick / 1999","dal",2004
"14819",18,"LB","Dexter Coakley",32,"7",16,"","Dallas Cowboys / 3rd / 65th pick / 1997","dal",2004
"14820",19,"LB","Alshermond Singleton",29,"7",12,"","Tampa Bay Buccaneers / 4th / 128th pick / 1997","dal",2004
"14821",20,"LCB","Terence Newman",26,"1",16,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Dallas Cowboys / 1st / 5th pick / 2003","dal",2004
"14822",21,"RCB","Lance Frazier",23,"Rook",8,"0.0 sacks, 2 interceptions, 2 fumbles recovered","","dal",2004
"14823",22,"SS","Lynn Scott",27,"3",9,"1.0 sacks, 1 interception, 1 fumble recovered","","dal",2004
"14824",23,"FS","Roy Williams*",24,"2",16,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Dallas Cowboys / 1st / 8th pick / 2002","dal",2004
"14825",2,"QB","Drew Bledsoe",33,"12",16,"300 for 499, 3,639 yards, 23 td, 17 int, & 34 rushes for 50 yards and 2 td","New England Patriots / 1st / 1st pick / 1993","dal",2005
"14826",3,"RB","Julius Jones",24,"1",12,"257 rushes for 993 yards, 5 td, & 35 catches for 218 yards and 0 td","Dallas Cowboys / 2nd / 43rd pick / 2004","dal",2005
"14827",4,"WR","Terry Glenn",31,"9",16,"62 catches for 1,136 yards, 7 td, & 2 rushes for -4 yards and 1 td","New England Patriots / 1st / 7th pick / 1996","dal",2005
"14828",5,"WR","Keyshawn Johnson",33,"9",14,"71 catches for 839 yards, 6 td, & 1 rush for 3 yards and 0 td","New York Jets / 1st / 1st pick / 1996","dal",2005
"14829",6,"TE","Dan Campbell",29,"6",12,"3 catches for 24 yards, 1 td","New York Giants / 3rd / 79th pick / 1999","dal",2005
"14830",7,"TE","Jason Witten*",23,"2",16,"66 catches for 757 yards, 6 td","Dallas Cowboys / 3rd / 69th pick / 2003","dal",2005
"14831",8,"LT","Torrin Tucker",26,"2",10,"1 fumble recovered","","dal",2005
"14832",9,"LG","Larry Allen*",34,"11",16,"1 fumble recovered","Dallas Cowboys / 2nd / 46th pick / 1994","dal",2005
"14833",10,"C","Al Johnson",26,"1",16,"1 fumble recovered","Dallas Cowboys / 2nd / 38th pick / 2003","dal",2005
"14834",11,"RG","Marco Rivera",33,"8",14,"","Green Bay Packers / 6th / 208th pick / 1996","dal",2005
"14835",12,"RT","Rob Petitti",23,"Rook",16,"","Dallas Cowboys / 6th / 209th pick / 2005","dal",2005
"14836",14,"DE","Greg Ellis",30,"7",13,"","Dallas Cowboys / 1st / 8th pick / 1998","dal",2005
"14837",15,"DE","Marcus Spears",22,"Rook",10,"","Dallas Cowboys / 1st / 20th pick / 2005","dal",2005
"14838",16,"NT","La'Roi Glover*",31,"9",13,"3.0 sacks, 0 interceptions, 0 fumbles recovered","Oakland Raiders / 5th / 166th pick / 1996","dal",2005
"14839",17,"MLB","Bradie James",24,"2",16,"2.5 sacks, 0 interceptions, 0 fumbles recovered","Dallas Cowboys / 4th / 103rd pick / 2003","dal",2005
"14840",18,"LB","Scott Fujita",26,"3",8,"","Kansas City Chiefs / 5th / 143rd pick / 2002","dal",2005
"14841",19,"LB","Scott Shanle",26,"2",8,"","St. Louis Rams / 7th / 251st pick / 2003","dal",2005
"14842",20,"LB","DeMarcus Ware",23,"Rook",16,"","Dallas Cowboys / 1st / 11th pick / 2005","dal",2005
"14843",21,"LCB","Terence Newman",27,"2",16,"1.0 sacks, 3 interceptions, 4 fumbles recovered","Dallas Cowboys / 1st / 5th pick / 2003","dal",2005
"14844",22,"RCB","Anthony Henry",29,"4",10,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Cleveland Browns / 4th / 97th pick / 2001","dal",2005
"14845",23,"SS","Roy Williams*",25,"3",16,"2.5 sacks, 3 interceptions, 1 fumble recovered","Dallas Cowboys / 1st / 8th pick / 2002","dal",2005
"14846",24,"FS","Keith Davis",27,"3",15,"0.0 sacks, 0 interceptions, 1 fumble recovered","","dal",2005
"14847",2,"QB","Tony Romo*",26,"2",10,"220 for 337, 2,903 yards, 19 td, 13 int, & 34 rushes for 102 yards and 0 td","","dal",2006
"14848",3,"RB","Julius Jones",25,"2",16,"267 rushes for 1,084 yards, 4 td, & 9 catches for 142 yards and 0 td","Dallas Cowboys / 2nd / 43rd pick / 2004","dal",2006
"14849",4,"WR","Terry Glenn",32,"10",14,"70 catches for 1,047 yards, 6 td, & 3 rushes for 11 yards and 0 td","New England Patriots / 1st / 7th pick / 1996","dal",2006
"14850",5,"WR","Terrell Owens",33,"10",15,"85 catches for 1,180 yards, 13 td","San Francisco 49ers / 3rd / 89th pick / 1996","dal",2006
"14851",6,"TE","Jason Witten*",24,"3",15,"64 catches for 754 yards, 1 td","Dallas Cowboys / 3rd / 69th pick / 2003","dal",2006
"14852",7,"LT","Flozell Adams*",31,"8",16,"","Dallas Cowboys / 2nd / 38th pick / 1998","dal",2006
"14853",8,"LG","Kyle Kosier",28,"4",16,"","San Francisco 49ers / 7th / 248th pick / 2002","dal",2006
"14854",9,"C","Andre Gurode*",28,"4",16,"","Dallas Cowboys / 2nd / 37th pick / 2002","dal",2006
"14855",10,"RG","Marco Rivera",34,"9",16,"1 fumble recovered","Green Bay Packers / 6th / 208th pick / 1996","dal",2006
"14856",11,"RT","Marc Colombo",28,"4",16,"1 fumble recovered","Chicago Bears / 1st / 29th pick / 2002","dal",2006
"14857",13,"DE","Chris Canty",24,"1",16,"","Dallas Cowboys / 4th / 132nd pick / 2005","dal",2006
"14858",14,"DE","Marcus Spears",23,"1",16,"","Dallas Cowboys / 1st / 20th pick / 2005","dal",2006
"14859",15,"NT","Jason Ferguson",32,"9",16,"","New York Jets / 7th / 229th pick / 1997","dal",2006
"14860",16,"MLB","Bradie James",25,"3",16,"0.0 sacks, 1 interception, 2 fumbles recovered","Dallas Cowboys / 4th / 103rd pick / 2003","dal",2006
"14861",17,"LB","Akin Ayodele",27,"4",16,"","Jacksonville Jaguars / 3rd / 89th pick / 2002","dal",2006
"14862",18,"LB","Greg Ellis",31,"8",9,"","Dallas Cowboys / 1st / 8th pick / 1998","dal",2006
"14863",19,"LB","DeMarcus Ware*",24,"1",16,"","Dallas Cowboys / 1st / 11th pick / 2005","dal",2006
"14864",20,"LCB","Terence Newman",28,"3",16,"0.0 sacks, 1 interception, 0 fumbles recovered","Dallas Cowboys / 1st / 5th pick / 2003","dal",2006
"14865",21,"RCB","Anthony Henry",30,"5",16,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Cleveland Browns / 4th / 97th pick / 2001","dal",2006
"14866",22,"SS","Roy Williams*",26,"4",16,"0.0 sacks, 5 interceptions, 2 fumbles recovered","Dallas Cowboys / 1st / 8th pick / 2002","dal",2006
"14867",23,"FS","Pat Watkins",24,"Rook",9,"0.0 sacks, 3 interceptions, 1 fumble recovered","Dallas Cowboys / 5th / 138th pick / 2006","dal",2006
"14868",2,"QB","Tony Romo*",27,"3",16,"335 for 520, 4,211 yards, 36 td, 19 int, & 31 rushes for 129 yards and 2 td","","dal",2007
"14869",3,"RB","Julius Jones",26,"3",16,"164 rushes for 588 yards, 2 td, & 23 catches for 203 yards and 0 td","Dallas Cowboys / 2nd / 43rd pick / 2004","dal",2007
"14870",4,"FB","Oliver Hoyte",23,"1",9,"0 rushes for 0 yards, 0 td, & 1 catch for 2 yards and 0 td","","dal",2007
"14871",5,"WR","Patrick Crayton",28,"3",13,"50 catches for 697 yards, 7 td","Dallas Cowboys / 7th / 216th pick / 2004","dal",2007
"14872",6,"WR","Terrell Owens*+",34,"11",15,"81 catches for 1,355 yards, 15 td, & 1 rush for 5 yards and 0 td","San Francisco 49ers / 3rd / 89th pick / 1996","dal",2007
"14873",7,"TE","Jason Witten*+",25,"4",16,"96 catches for 1,145 yards, 7 td","Dallas Cowboys / 3rd / 69th pick / 2003","dal",2007
"14874",8,"LT","Flozell Adams*",32,"9",16,"2 fumbles recovered","Dallas Cowboys / 2nd / 38th pick / 1998","dal",2007
"14875",9,"LG","Kyle Kosier",29,"5",16,"2 fumbles recovered","San Francisco 49ers / 7th / 248th pick / 2002","dal",2007
"14876",10,"C","Andre Gurode*",29,"5",14,"1 fumble recovered","Dallas Cowboys / 2nd / 37th pick / 2002","dal",2007
"14877",11,"RG","Leonard Davis*",29,"6",16,"","Arizona Cardinals / 1st / 2nd pick / 2001","dal",2007
"14878",12,"RT","Marc Colombo",29,"5",16,"1 fumble recovered","Chicago Bears / 1st / 29th pick / 2002","dal",2007
"14879",14,"DE","Chris Canty",25,"2",16,"","Dallas Cowboys / 4th / 132nd pick / 2005","dal",2007
"14880",15,"DE","Marcus Spears",24,"2",16,"","Dallas Cowboys / 1st / 20th pick / 2005","dal",2007
"14881",16,"NT","Jay Ratliff",26,"2",14,"3.0 sacks, 0 interceptions, 2 fumbles recovered","Dallas Cowboys / 7th / 224th pick / 2005","dal",2007
"14882",17,"LB","Akin Ayodele",28,"5",14,"","Jacksonville Jaguars / 3rd / 89th pick / 2002","dal",2007
"14883",18,"LB","Greg Ellis*",32,"9",10,"","Dallas Cowboys / 1st / 8th pick / 1998","dal",2007
"14884",19,"LB","Bradie James",26,"4",16,"","Dallas Cowboys / 4th / 103rd pick / 2003","dal",2007
"14885",20,"LB","DeMarcus Ware*+",25,"2",16,"","Dallas Cowboys / 1st / 11th pick / 2005","dal",2007
"14886",21,"LCB","Jacques Reeves",25,"3",13,"0.0 sacks, 1 interception, 0 fumbles recovered","Dallas Cowboys / 7th / 223rd pick / 2004","dal",2007
"14887",22,"RCB","Anthony Henry",31,"6",10,"0.0 sacks, 6 interceptions, 0 fumbles recovered","Cleveland Browns / 4th / 97th pick / 2001","dal",2007
"14888",23,"SS","Roy Williams*",27,"5",13,"0.0 sacks, 2 interceptions, 1 fumble recovered","Dallas Cowboys / 1st / 8th pick / 2002","dal",2007
"14889",24,"FS","Ken Hamlin*",26,"4",16,"0.0 sacks, 5 interceptions, 0 fumbles recovered","Seattle Seahawks / 2nd / 42nd pick / 2003","dal",2007
"14890",2,"QB","Tony Romo",28,"4",13,"276 for 450, 3,448 yards, 26 td, 14 int, & 28 rushes for 41 yards and 0 td","","dal",2008
"14891",3,"RB","Marion Barber",25,"3",13,"238 rushes for 885 yards, 7 td, & 52 catches for 417 yards and 2 td","Dallas Cowboys / 4th / 109th pick / 2005","dal",2008
"14892",4,"WR","Terrell Owens",35,"12",16,"69 catches for 1,052 yards, 10 td, & 7 rushes for 33 yards and 0 td","San Francisco 49ers / 3rd / 89th pick / 1996","dal",2008
"14893",5,"TE","Jason Witten*",26,"5",16,"81 catches for 952 yards, 4 td","Dallas Cowboys / 3rd / 69th pick / 2003","dal",2008
"14894",6,"LT","Flozell Adams*",33,"10",16,"2 fumbles recovered","Dallas Cowboys / 2nd / 38th pick / 1998","dal",2008
"14895",7,"LG","Cory Procter",26,"1",11,"","","dal",2008
"14896",8,"C","Andre Gurode*",30,"6",16,"","Dallas Cowboys / 2nd / 37th pick / 2002","dal",2008
"14897",9,"RG","Leonard Davis*",30,"7",16,"","Arizona Cardinals / 1st / 2nd pick / 2001","dal",2008
"14898",10,"RT","Marc Colombo",30,"6",16,"1 fumble recovered","Chicago Bears / 1st / 29th pick / 2002","dal",2008
"14899",12,"DE","Chris Canty",26,"3",16,"","Dallas Cowboys / 4th / 132nd pick / 2005","dal",2008
"14900",13,"DE","Marcus Spears",25,"3",15,"","Dallas Cowboys / 1st / 20th pick / 2005","dal",2008
"14901",14,"NT","Jay Ratliff*",27,"3",16,"7.5 sacks, 0 interceptions, 1 fumble recovered","Dallas Cowboys / 7th / 224th pick / 2005","dal",2008
"14902",15,"LB","Greg Ellis",33,"10",16,"","Dallas Cowboys / 1st / 8th pick / 1998","dal",2008
"14903",16,"LB","Bradie James",27,"5",16,"","Dallas Cowboys / 4th / 103rd pick / 2003","dal",2008
"14904",17,"LB","Zach Thomas",35,"12",14,"","Miami Dolphins / 5th / 154th pick / 1996","dal",2008
"14905",18,"LB","DeMarcus Ware*+",26,"3",16,"","Dallas Cowboys / 1st / 11th pick / 2005","dal",2008
"14906",19,"LCB","Terence Newman",30,"5",10,"0.0 sacks, 4 interceptions, 1 fumble recovered","Dallas Cowboys / 1st / 5th pick / 2003","dal",2008
"14907",20,"RCB","Anthony Henry",32,"7",15,"2.0 sacks, 1 interception, 2 fumbles recovered","Cleveland Browns / 4th / 97th pick / 2001","dal",2008
"14908",21,"SS","Keith Davis",30,"6",9,"","","dal",2008
"14909",22,"FS","Ken Hamlin",27,"5",16,"1.0 sacks, 1 interception, 1 fumble recovered","Seattle Seahawks / 2nd / 42nd pick / 2003","dal",2008
"14910",2,"QB","Tony Romo*",29,"5",16,"347 for 550, 4,483 yards, 26 td, 9 int, & 35 rushes for 105 yards and 1 td","","dal",2009
"14911",3,"RB","Marion Barber",26,"4",15,"214 rushes for 932 yards, 7 td, & 26 catches for 221 yards and 0 td","Dallas Cowboys / 4th / 109th pick / 2005","dal",2009
"14912",4,"FB","Deon Anderson",26,"2",9,"0 rushes for 0 yards, 0 td, & 1 catch for 5 yards and 0 td","Dallas Cowboys / 6th / 195th pick / 2007","dal",2009
"14913",5,"WR","Miles Austin*",25,"3",9,"81 catches for 1,320 yards, 11 td, & 2 rushes for -2 yards and 0 td","","dal",2009
"14914",6,"WR","Roy Williams",28,"5",13,"38 catches for 596 yards, 7 td","Detroit Lions / 1st / 7th pick / 2004","dal",2009
"14915",7,"TE","Jason Witten*",27,"6",16,"94 catches for 1,030 yards, 2 td","Dallas Cowboys / 3rd / 69th pick / 2003","dal",2009
"14916",8,"LT","Flozell Adams",34,"11",16,"","Dallas Cowboys / 2nd / 38th pick / 1998","dal",2009
"14917",9,"LG","Kyle Kosier",31,"7",16,"","San Francisco 49ers / 7th / 248th pick / 2002","dal",2009
"14918",10,"C","Andre Gurode*",31,"7",16,"","Dallas Cowboys / 2nd / 37th pick / 2002","dal",2009
"14919",11,"RG","Leonard Davis*",31,"8",16,"","Arizona Cardinals / 1st / 2nd pick / 2001","dal",2009
"14920",12,"RT","Marc Colombo",31,"7",9,"","Chicago Bears / 1st / 29th pick / 2002","dal",2009
"14921",14,"DE","Igor Olshansky",27,"5",14,"","San Diego Chargers / 2nd / 35th pick / 2004","dal",2009
"14922",15,"DE","Marcus Spears",26,"4",14,"","Dallas Cowboys / 1st / 20th pick / 2005","dal",2009
"14923",16,"NT","Jay Ratliff*+",28,"4",16,"6.0 sacks, 0 interceptions, 4 fumbles recovered","Dallas Cowboys / 7th / 224th pick / 2005","dal",2009
"14924",17,"LB","Keith Brooking",34,"11",14,"","Atlanta Falcons / 1st / 12th pick / 1998","dal",2009
"14925",18,"LB","Bradie James",28,"6",16,"","Dallas Cowboys / 4th / 103rd pick / 2003","dal",2009
